,us_large_equity,us_small_equity,intl_developed_large_equity,intl_developed_small_equity,emerging_equity,factor_style_equity,factor_style_other,trend_following,cash_rate,short_ust,broad_ust,dynamic_global_bonds,real_estate,commodities,gold,tips
2021-07-31,0.019692881349343327,-0.029542353843984737,0.0026839744281985656,0.01543233609778194,-0.06424400023022381,-0.0031987003289480898,0.01662024589952682,-0.013804232280168138,-0.004564808783616536,-0.0029783609243646536,0.009136730633044765,-0.00396894031081696,0.04117665515768176,0.01212576476705074,0.020246999356730022,0.017673618663250235
2021-08-31,0.02686183151976973,0.017326724665052806,0.01156716127115609,0.022985089310768814,0.01424276678945846,-0.02696350086974475,-0.002885405056608392,-0.011614020642629952,-0.0028521739953648595,-0.003077453025326693,-0.0053935955670803,-0.0024215805708518445,0.01780791338851362,-0.016752665396002064,-0.0030599362354726267,-0.005667754114023205
2021-09-30,-0.050834349234951226,-0.032201745059490805,-0.03721491350648565,-0.053697536842139626,-0.040422546027677586,0.023192495145195835,0.011253901469405081,-0.0008225135585228083,-0.004310802772333644,-0.0055905016268935626,-0.015904755776942836,-0.004803604063778,-0.064090677012827,0.04970141800398675,-0.036833371455866404,-0.009612007142534074
2021-10-31,0.060184746122049715,0.03273045494439453,0.021857707793256687,0.02105877576270565,0.0020620384700940075,-0.03881868508031783,-0.09848465248705995,0.019459664199446003,-0.00931040749916967,-0.012403211319621854,-0.01370615047625856,-0.019010556492176867,0.06387101042104071,0.03779956562507536,0.00578059011266685,0.0003215155768458988
2021-11-30,-0.015727982439126542,-0.04477293134560256,-0.05382824223299898,-0.059894214420294745,-0.043563525558071636,0.009139406571323505,0.005773548596470501,-0.059951908122399256,-0.008193271166094696,-0.008871383249480114,-0.0016699874594292563,-0.009630862325406997,-0.020989527746226866,-0.0936273954395287,-0.015189139855244393,-0.0024517200189188015
2021-12-31,0.038441095390457036,0.026545765126289034,0.03570852581506312,0.03168492357274477,0.009039464830228772,0.05751839606561271,0.09884688936859165,0.0017279451691012415,-0.007008620301421575,-0.00918651896290057,-0.00890483558073707,-0.004624868345640798,0.08316512345719085,0.050244444601761806,0.0256790461277161,-0.0028244831148080962
2022-01-31,-0.05849484603049815,-0.0877192869666008,-0.04441658038292862,-0.06794838657513791,-0.006354994875543807,0.10383162024914916,0.13381572885309834,0.02021228661360741,-0.005962195840843121,-0.01323588803552711,-0.026573809562397965,-0.012311974105075452,-0.08107288500572685,0.0796255525380376,-0.022787487774314608,-0.02179338084430149
2022-02-28,-0.03616748347743082,0.0038619670902817482,-0.03781008951968756,-0.04387136105641809,-0.04665466043448763,0.007687771292501866,0.007888738543736507,0.015822325189987163,-0.00668034027981268,-0.011129642942835472,-0.012026515059924803,-0.015910943110877596,-0.04205754743509926,0.06099617128297563,0.05387476871375796,0.0020378717973492666
2022-03-31,0.027059809093351817,-0.0005622708982851998,-0.005246148718233035,-0.010114581132145917,-0.04181411667945978,-0.01863222084336036,-0.04792800982842438,0.0725282167173591,-0.009806338507997392,-0.024099616513413302,-0.04479383379184598,-0.026063819985290615,0.05442935535150473,0.07867616318600001,0.00312167045477052,-0.025179721327101556
2022-04-30,-0.09154527120136602,-0.09006813625819765,-0.07122961722248955,-0.07595723290424705,-0.06332330379874207,0.06554918372616991,0.09536818181468076,0.05892045286968961,-0.0031608573625674374,-0.00885952638250942,-0.03424054095903184,-0.020759178141640966,-0.047732980120409496,0.0490814508129489,-0.024765446841765848,-0.020155657445562247
2022-05-31,-0.006681259069123646,-0.00264176451806164,0.008275896945077355,-0.0007189108193795812,-0.003758473676995888,0.055207984040740676,0.09077556842944601,-0.013092085068181714,-0.00837458985953976,-0.003603763519089642,-0.004811821303118635,-0.006671700979941075,-0.061874311612601596,0.02849132979107849,-0.04142514691500576,-0.015983131064708944
2022-06-30,-0.09451349284431665,-0.09907266107726054,-0.1008796734930878,-0.12534012398106376,-0.06084681455264529,-0.059393274351956626,-0.0846407353748515,0.022634044620508886,-0.011382737866330706,-0.018794714166163518,-0.02080554016897651,-0.033444107843741966,-0.08727793744477186,-0.10112260627831038,-0.028459386013695354,-0.03859177745723508
2022-07-31,0.09273338958460453,0.10417485156497897,0.053472770854201324,0.065858915872401,-0.0033590239677440126,-0.046870860461348474,-0.04394096871841324,-0.035749700922639516,0.0024349229972147057,0.004680630706397126,0.02148982799111132,0.01782452318163097,0.08662812075486448,-0.0003433925598274046,-0.024814419020042444,0.03569014273516169
2022-08-31,-0.04184387027446068,-0.030502586383261865,-0.06069308060987455,-0.06702069352827011,-0.010775091165868722,-0.009020204376792074,-0.005510433224583999,0.042676104581088836,0.0016798618343869531,-0.00876714205846929,-0.031029783197153993,-0.01573863834827216,-0.06184815072917149,-0.011005053256912367,-0.030123668932925285,-0.02374972129274966
2022-09-30,-0.09611733245164633,-0.10073155782223053,-0.09958581184408966,-0.12045368599843154,-0.11354768720237085,-0.01018143887674694,-0.011393904608960503,0.06232451939352712,-0.0015254213020390317,-0.015995716308113028,-0.041037159981020976,-0.02723900841924065,-0.12966131231414668,-0.08017693065844866,-0.03301656331544356,-0.060548515469468045
2022-10-31,0.07558012656493496,0.10544071452020587,0.05366410846531511,0.04974123784372808,-0.026099198589462302,0.04248218966093509,0.10982943547525714,-0.011698301331808825,-0.0017961694380685955,-0.006855374746366771,-0.016122098048204747,-0.0036692350330895795,0.029497770327324258,0.034503168508132065,-0.02266071261987268,0.00783437494304251
2022-11-30,0.05281140482712998,0.03280308449813485,0.12681592463918556,0.11763187043058365,0.14571270439587547,0.02951795539115576,0.013718572752884128,-0.05435370413252971,0.001121476006515687,0.003558548745312695,0.025948590676771577,0.011226084111618517,0.060783122396100175,0.020053284091560375,0.0819272736064367,0.010545948700192653
2022-12-31,-0.05772909891013722,-0.06377266175524943,-0.019357480779176872,-0.013473001276117502,-0.02484002067736424,0.03247066864787307,-0.023457799351048525,-0.0011395601809977007,0.003274885183705001,0.0003499886008218045,-0.009583126755772442,0.0014579548190825076,-0.04728299057996754,-0.029184471002718815,0.029205874025197698,-0.01149357214851321
2023-01-31,0.05700887684076683,0.09225696302900754,0.0835013945967058,0.08480737643987069,0.08201983826557835,0.010372939174609908,0.009140219575769493,-0.013385125787527152,-0.0016712848183072504,0.002027218636233563,0.022240831400397454,0.011394260935509548,0.09563150768550654,-0.0006801638847467872,0.051919576646481946,0.010552875229086656
2023-02-28,-0.028448499888552692,-0.020772263414506664,-0.035245284009371325,-0.026652635600550312,-0.07361608330002112,0.029017883073975792,0.05439150494285494,0.013020708699650552,0.0005816331553036846,-0.01175932196282492,-0.029181882586442942,-0.010521734446967579,-0.05660178452951514,-0.05314460956255618,-0.05680443323020534,-0.013559139070027926
2023-03-31,0.03657320725856317,-0.04620622377375416,0.028018094236410995,-0.0004060940057956097,0.028825905229147297,-0.0363644365951189,-0.06900884360659798,-0.05887423684721915,0.0033986888633075196,0.016059882456840757,0.031260938387668524,0.004067630585671944,-0.02262719377685629,-0.0011735966888175575,0.07866560444273096,0.025120509207637642
2023-04-30,0.011885159294685144,-0.023177328407424258,0.024018169649237642,0.020334610493011107,-0.009532014553966572,0.0038394402469612565,0.021287353469943815,0.010741265897811658,0.00012533229812672353,-0.0015856976192859529,0.002233470355561318,0.00026456172591537985,0.004908725626512789,-0.011316180605122073,0.0050975093537830585,-0.0034003410330286643
2023-05-31,0.003039885973715739,-0.016342227696967027,-0.040527790087108384,-0.04578430561370128,-0.026199265050562026,-0.014897547998037663,-0.05358250411653254,0.015092355993249651,0.002970813456761423,-0.006168675799677503,-0.012968964436459673,-0.0008801363589197031,-0.0394674489381478,-0.06607445000241596,-0.015029025597678491,-0.01280712607905432
2023-06-30,0.06254859484048314,0.08057276579048378,0.04094947561505835,0.031265339974024364,0.04314761815078971,0.033571878884702144,0.08523157111556068,0.010151014143326309,0.0018299523566662756,-0.0074988381611701405,-0.013474106280277787,0.0013984358269851782,0.046130011025501405,0.03153518716672421,-0.024540628901102646,-0.0051893165576918365
2023-07-31,0.030950528061942206,0.05353129158756009,0.027857070179263976,0.04018039980099131,0.05780933914487929,0.02558220736412653,-0.009266468473267508,-0.012552927875610131,0.002809777865306007,0.0002950188778347851,-0.004630055044948289,0.006136708462462392,0.022401391448192642,0.08048170824411449,0.021104453610214957,-0.00120765096038844
2023-08-31,-0.0211643973853477,-0.04791374993721442,-0.04370758024750909,-0.044309943157866516,-0.06664530729845897,0.03313251940976003,0.043191963765441876,-0.014190280789308951,-0.00047807174019953713,-0.0006533788813342101,-0.009097435702531409,-0.003208622606334366,-0.03784302243830617,-0.01031828063674678,-0.017479533915115142,-0.010855935879382272
2023-09-30,-0.051135476816175474,-0.061747204112463816,-0.04140237639853839,-0.050596860589259385,-0.032501766041625024,0.05516608863603145,0.08069150262386171,0.032832857824785844,0.0004720605851340487,-0.006044061343645879,-0.02630270756200359,-0.009506082911320712,-0.07370514582496868,0.002101749386785645,-0.05142784765392916,-0.017463736527268292
2023-10-31,-0.022730084051107213,-0.0625497358972944,-0.03214369160218555,-0.052450891727599314,-0.034209551353155176,0.020350606493405587,-0.03223344351219748,0.00507989350159832,0.0036320931374873577,0.001356621020558224,-0.01312861336782789,-0.008759548130520156,-0.03994921747111624,-0.011267734669023421,0.07301054677268248,-0.0041374062955426005
2023-11-30,0.09002241494778618,0.08736887034971752,0.0829663802925451,0.09967271674822098,0.07501285368068067,0.0023737319821586222,0.006672436890014843,-0.04924123036269612,0.003017082865440557,0.007962317287841358,0.03436697383819998,0.02972936746002186,0.11328921152293936,-0.027159670519008694,0.023969017504068324,0.019275608804453226
2023-12-31,0.04365525499688161,0.1149418283986805,0.052922006724876125,0.07095884068649005,0.03374468453051116,-0.036110339998359,-0.03731212537695594,-0.006910436750998117,0.0022842158853120242,0.00820765847890792,0.028959270611211396,0.018976855313129315,0.09187684420655406,-0.03434170693468319,0.010760887585542722,0.016738306976872952
2024-01-31,0.012476086224658678,-0.03837390580704225,-0.01079017464322074,-0.034051349955246724,-0.04424406235745737,0.0568016438762593,0.09755682620106065,-0.0070147363619978975,0.0009747335020615644,6.449148131659754e-05,-0.0027329290761998193,0.001999202553118584,-0.049015129938012936,0.007759249409779789,-0.017369424841001235,0.0003212836350161563
2024-02-29,0.04794531709064698,0.044584976418953204,0.02424774196197932,0.00760435691765271,0.03439974964131842,0.0016162811615287875,0.011988515370515707,0.047005029622606775,0.000466246638220813,-0.008185378245926356,-0.01972948260348595,-0.002511801240374756,0.012332981140886545,-0.021591441005053835,0.0005931725776013863,-0.011737173953638824
2024-03-31,0.02931467853283487,0.033644961439722065,0.03109480575886825,0.03216001389262013,0.020281478789517138,0.048564314439795586,0.06583560212332973,0.03262492929891958,0.0009481497127230565,-0.00022760744512984044,0.002928091318980197,0.006838426710261913,0.017310266605184754,0.03947805360090939,0.08295487493517384,0.0029278317192000802
2024-04-30,-0.04308799074070491,-0.06561577765114956,-0.03584858115318135,-0.028299061853442886,-0.00012720868475302183,0.02973581051569707,0.009330387576182098,0.022917319196842367,0.0015230579754157425,-0.00810596592326751,-0.02715073453905459,-0.006748550605606862,-0.07830708788069463,0.01768634190306595,0.027424004285238057,-0.014887184111216478
2024-05-31,0.05005979920977399,0.046428580224129545,0.04894236883618586,0.062078886305182435,0.019361339276058542,0.027200479761569474,0.01899024413692607,-0.011502652322688656,0.004042209349574888,0.005673467149389433,0.014649906428564119,0.009468507566589013,0.04666716790564829,0.00460554387951273,0.01566561041475456,0.014735555433599279
2024-06-30,0.035575822578200134,-0.01672883185858065,-0.01830962787788415,-0.031590531603662986,0.02455735525910363,-0.007931674410278866,-0.011862167543111868,-0.024484062530195083,0.004484699140346438,0.004421527027944183,0.010495798179073645,0.002798062707646043,0.01889152821257678,-0.007068404435574993,-0.0011639954573778866,0.004940166067582741
2024-07-31,0.010208262565980286,0.09291808233246757,0.027081893172861582,0.043425814510388516,0.008007531835515058,-0.00839865672630824,-0.015807755663054812,-0.029786181066986384,0.0030068909457072746,0.010335074582898063,0.022894391785009294,0.010976862755749162,0.06692845087596666,-0.035171744290446116,0.052347804098010764,0.011787786908193931
2024-08-31,0.02201622389028346,-0.012561996332699055,0.029445799441781828,0.015916508972520838,0.007893193683161659,0.0032428270191704467,-0.009111395058956862,-0.03851294009391515,0.0024350751005415283,0.007025088765224785,0.010783123005687623,0.0066145392744172415,0.054979390497223335,-0.01638481653190782,0.019193367728470356,0.005359537028972738
2024-09-30,0.01916349485089275,0.009275380670164868,0.007610544300346467,0.018785821775322953,0.05915111290233965,-0.009305848660094873,-0.034193979769780114,0.013113213043504324,0.0015630909841115592,0.005545714620556641,0.009627158866108099,0.008495752197102968,0.0289993040710137,0.020073233066102203,0.0486940253047754,0.010498815099667658
2024-10-31,-0.011595942962277284,-0.017817706558777457,-0.05505882833569731,-0.05862265508963527,-0.03175104844200638,0.012888389047906346,0.007882724023245968,-0.03518350884027599,0.001518791027639299,-0.009368863481015732,-0.028669515374974308,-0.0054516455777101624,-0.03797782549688089,0.002665107221996088,0.040778074589932656,-0.016050269718097532
2024-11-30,0.056286192487964515,0.10588263922754537,-0.003104357716625983,-0.007085218464187415,-0.026662190747644088,0.033989580669280706,0.008492488627927619,0.011485462033513638,0.0009317018606791461,0.0003137342026688916,0.0053857706621678325,0.009699495331016106,0.03754334231823475,-0.015476311413155974,-0.03370481952269455,0.0019896599870041776
2024-12-31,-0.027236631275907586,-0.08296009952471106,-0.03530354125771318,-0.03139565057386717,-0.018536113930699316,0.017619209935832547,0.025167369326611233,0.014893926369949462,-7.57401573374672e-05,-0.0023936780144022674,-0.011498757698090167,-0.0014196327869114844,-0.08219830531188832,0.010276986003317612,-0.01767803593372519,-0.014726656539643779
2025-01-31,0.02221030622895892,0.025837668222763455,0.04156899440953166,0.02103982357908496,0.01009704491621144,0.027171774826211914,0.024968269807876586,-0.002978166591064313,-0.0011414111248451153,0.0004008758180471528,-0.006711813008123069,0.0037495242514600235,0.009971493082193028,0.02819028836960369,0.06265456637966493,0.0071609865368542636
2025-02-28,-0.014776585224003047,-0.05425891722274101,0.023330609032112815,0.003877684248432489,0.0069571639993519785,0.03745005008363966,0.04924189813282753,-0.0164346650722228,0.001368380170482908,0.005161343840331067,0.020065798673273516,0.009510345532007802,0.033667652241956336,0.0027177331317655984,0.016550493313879144,0.01602214451687911
2025-03-31,-0.05543774442086524,-0.06392166108806163,0.002275938490979401,0.009382316722174489,0.011885015141260169,0.02285813680013682,0.02321214964180407,-0.0132023078079887,0.004032997109906233,0.004728012607346788,0.004238842820793787,0.004582720272767515,-0.027077357097881505,0.028588886292999938,0.09507320117473261,0.008238498823650575
2025-04-30,-0.010118663591654253,-0.032444727131660356,0.036887638197679484,0.04850784334077307,-0.0005883796188845825,0.015970820832253985,-0.048830082969220645,-0.049106462307160315,0.0013108075409227204,0.006116694307730208,0.008139935090046624,-0.002972769936186559,-0.02034845165852317,-0.07889334180739505,0.052055952205717126,0.0014237249653030748
2025-05-31,0.06145442751627361,0.05262578772570059,0.04851124716339861,0.06526909917211077,0.040962875387417164,0.021535382318028873,0.03102912080655096,-0.014160341948882715,0.0027518985328203183,-0.003239457811972546,-0.011060978303186642,0.0016017889010955244,0.01625211663098547,0.004887336868567793,-0.001149944734110231,-0.006629685352729009
