,us_large_equity,us_small_equity,intl_developed_large_equity,intl_developed_small_equity,emerging_equity,factor_style_equity,factor_style_other,trend_following,cash_rate,short_ust,broad_ust,dynamic_global_bonds,real_estate,commodities,gold,tips
2020-09-30,-0.04005095403235248,-0.03754773422641566,-0.021631074914308712,-0.017296294600541162,-0.013072369665742212,-0.001347185381690097,-0.007139121054576925,-0.02670020293533859,-0.0025361839999717972,-0.002977788625555866,-0.000359051850311376,-0.0009365140470352085,-0.031845367445002326,-0.04172086475505876,-0.04403558861549872,-0.00550470772706535
2020-10-31,-0.026372179409862695,0.021747909601115056,-0.03656932252382317,-0.03780339081746242,0.012057852122036472,-0.02286609374888493,-0.05125082907793799,-0.002407234829128968,-0.0011620675557109106,-0.0017032131525223093,-0.010952564540184562,0.003054557320189444,-0.030718612529250566,-0.016080920972754265,-0.006410575064143886,-0.007278710185880111
2020-11-30,0.10655358301542694,0.17146947640449706,0.13893890753121507,0.14034157282153248,0.08813391417527061,-0.03474731759885841,-0.008644401325306639,0.011438711305947091,-0.0022024819195158862,-0.0020348855122922505,0.0010483506289493683,0.006281860704756337,0.10163894153644426,0.0776451968755314,-0.05568458067693394,0.006440243248461153
2020-12-31,0.0329303174269957,0.07665415940177556,0.04842364190765802,0.07165027566970594,0.06282147865238819,-0.009008171445771818,0.018083315194853178,0.03750313760653201,-0.004252856350228984,-0.004371321837634112,-0.007373575574303071,0.006576216185494754,0.024132683525579957,0.05059524079503497,0.06530701761327684,0.006695569458983641
2021-01-31,-0.012476095909907281,0.041052295048278564,-0.009710053045090983,-0.00522741049115838,0.028310093276684656,0.026200075938312972,0.05421398284228962,-0.004687602732322493,-0.002211786336903998,-0.0018932935807128848,-0.008284438078767664,0.0030035571106232783,-0.0022830337063614037,0.029070846712199616,-0.034158804705260115,0.0011505565481748636
2021-02-28,0.024043815789242196,0.063146965087306,0.020443927232703718,0.032316839640341266,0.00896240571918705,0.0179515935831962,0.026112882025386197,0.035930850998860064,-0.0035104011840084715,-0.004010478333229317,-0.02115137654269461,4.200173012613995e-05,0.032155731445180136,0.09001069396320749,-0.06616128060402193,-0.013966505105818428
2021-03-31,0.04053894457985163,0.017570295923035273,0.02082336106314786,0.016033863736073517,-0.011470888993927786,0.08375098658662705,0.09585913447596917,0.003622570686884208,-0.004785448129896119,-0.005368695839189863,-0.020394959131527113,-0.0054446690302507594,0.04608306702789111,-0.01816167198519858,-0.01590171263537976,-0.004841927100749155
2021-04-30,0.04589369828985368,0.01839083422077681,0.023606538982606784,0.03954196356421047,0.008930996272063174,-0.00666854195968114,-0.01970429619465519,0.009062868270430569,-0.00666026457690394,-0.0062596558834305815,0.0006142554685799606,-0.0035473839332973434,0.07041541726171552,0.07837355471619589,0.028830938927700833,0.005016721308831906
2021-05-31,-5.4380513668239594e-05,0.001323577724652969,0.027840116973658624,0.022447303816905295,0.010424222058756705,0.030520140868943724,0.007902546338160787,0.00945362071852851,-0.0066197904160498755,-0.005911871399582047,-0.003477517337811764,-0.004793828710521142,0.0034965238302868684,0.029303862456451668,0.06897292427181467,0.0018238147771283408
2021-06-30,0.013821929051483162,0.0036053542583480702,-0.01889295464645757,-0.025272164556172094,0.0030373149720253068,-0.0694103150701032,-0.02541124204645029,-0.027451246633682258,-0.008477038388190361,-0.010448541069354667,-0.0026960057821279193,-0.010342728951403202,0.014954975929337255,0.020801575864298538,-0.07842857167502515,-0.005308403261193084
